synthetic_case_id,split,coverage,critical_coverage,matched_chunks,id_conflicts,amount_conflicts,date_conflicts,status_conflicts,identity_coverage,label,synthetic
SYNTHETIC-00160,train,0.4860504139467149,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00161,train,0.9055550104944621,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00162,train,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00163,train,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00164,train,0.11466391590727461,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00165,validation,0.32179410765777167,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00166,train,0.0661553506614876,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00167,train,0.28235393721769625,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00168,validation,0.5300238351757096,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00169,validation,0.30868012888109203,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00170,train,0.26727358653117295,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00171,train,0.9376813217095973,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00172,held_out_test,0.17438569356559305,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00173,validation,0.13265081851520683,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00174,train,0.30336621506379796,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00175,train,0.9226551737319344,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00176,train,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00177,validation,0.8697886875385743,1.0,8.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00178,train,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00179,train,0.2689278613847465,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00180,train,0.3123699101706443,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00181,train,0.0865124015048969,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00182,train,0.979190907031792,1.0,8.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00183,train,0.21845694668755375,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00184,train,0.1727915046509912,0.0,8.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00185,held_out_test,0.3492932230356486,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00186,train,0.998109125157064,1.0,3.0,1.0,0.0,0.0,1.0,0.5,0,True
SYNTHETIC-00187,validation,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00188,held_out_test,0.44619098989024397,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00189,train,0.344701189986531,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00190,train,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00191,held_out_test,0.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00192,train,0.9342922020606256,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00193,validation,0.28887132313074637,1.0,6.0,0.0,1.0,1.0,0.0,0.5,0,True
SYNTHETIC-00194,validation,0.1627156366770129,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00195,held_out_test,0.7633767847196875,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00196,validation,0.368478114441101,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00197,train,0.571282205659564,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00198,held_out_test,0.9927540999691638,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00199,train,0.8391283792574553,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00200,held_out_test,0.9581327376707441,1.0,8.0,0.0,0.0,1.0,0.0,0.5,0,True
SYNTHETIC-00201,train,0.5025418176443354,1.0,7.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00202,train,0.4538034291315838,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00203,held_out_test,0.5828191250438204,0.0,7.0,0.0,1.0,0.0,1.0,1.0,0,True
SYNTHETIC-00204,train,0.9400388838853213,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00205,train,0.8976433882394494,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00206,held_out_test,0.38541620310327795,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00207,validation,0.6881523874681391,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00208,held_out_test,0.2918958070965123,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00209,train,0.5346304396428108,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00210,train,0.6781650698249947,1.0,7.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00211,train,0.1737159096808375,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00212,train,0.766820373988331,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00213,train,0.3043971740662442,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00214,train,0.6004617657086625,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00215,validation,0.6538321758876103,0.0,8.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00216,train,0.9188262336954456,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00217,train,0.4312934704131266,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00218,train,0.8003377040291547,1.0,7.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00219,train,0.8219000658561813,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00220,validation,0.5835351913741017,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00221,train,0.917413067308038,1.0,5.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00222,train,0.6712794010617247,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00223,train,1.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,0,True
SYNTHETIC-00224,validation,0.3181759724226889,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00225,train,0.15758938222479185,0.0,3.0,0.0,0.0,1.0,0.0,0.5,0,True
SYNTHETIC-00226,train,0.6620676435522204,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00227,train,0.2857373173856976,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00228,validation,0.9202119557807948,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00229,validation,0.5973787875660127,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00230,train,0.6897492172418483,1.0,3.0,1.0,0.0,0.0,1.0,0.5,0,True
SYNTHETIC-00231,train,0.5964746832071683,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00232,train,0.3861373442686215,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00233,train,0.2979194091582012,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00234,validation,0.9373028178077399,1.0,5.0,1.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00235,train,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00236,train,0.9005592332388997,0.0,7.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00237,train,0.597115140030899,1.0,5.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00238,train,0.9871990107783934,1.0,8.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00239,train,0.892213765026314,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00240,train,0.34109907541645074,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,True
SYNTHETIC-00241,validation,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00242,held_out_test,0.16877291491429824,1.0,7.0,0.0,0.0,0.0,0.0,0.5,0,True
SYNTHETIC-00243,train,0.9005906082638269,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00244,train,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,True
SYNTHETIC-00245,train,0.9679827775569553,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0,True
SYNTHETIC-00246,held_out_test,1.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00247,validation,0.7176990899295436,1.0,3.0,0.0,1.0,0.0,0.0,0.5,0,True
SYNTHETIC-00248,validation,0.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0,True
SYNTHETIC-00249,train,0.7291087278368286,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1,True
